source_file,snapshot_index,timestamp,uptime_text,uptime_minutes,users,load1,load5,load15,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total_mib,mem_free_mib,mem_used_mib,mem_buff_cache_mib,swap_total_mib,swap_free_mib,swap_used_mib,swap_avail_mib,pid,user,pr,ni,virt,res,shr,state,cpu_pct,mem_pct,time_plus,command
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,51,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/12
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,52,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,53,root,rt,0,0,0,0,S,0.0,0.0,0:09.12,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,54,root,20,0,0,0,0,S,0.0,0.0,0:00.32,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,56,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,57,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/13
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,58,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,59,root,rt,0,0,0,0,S,0.0,0.0,0:04.79,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,60,root,20,0,0,0,0,S,0.0,0.0,0:00.32,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,62,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,63,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/14
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,64,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,66,root,20,0,0,0,0,S,0.0,0.0,0:00.32,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,68,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,69,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/15
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,70,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,71,root,rt,0,0,0,0,S,0.0,0.0,0:02.34,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,72,root,20,0,0,0,0,S,0.0,0.0,0:00.33,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,74,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,75,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/1
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,76,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,77,root,rt,0,0,0,0,S,0.0,0.0,0:00.54,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,78,root,20,0,0,0,0,S,0.0,0.0,0:00.12,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,80,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,81,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/3
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,82,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,83,root,rt,0,0,0,0,S,0.0,0.0,0:00.53,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,84,root,20,0,0,0,0,S,0.0,0.0,0:00.09,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,86,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,87,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/5
